Algoritm,Seed,Max Iter,Initial Temp,Alpha,Energy,Time (s)
SA,4,100000,5000,0.99,12933.0,3.106
SA,5,50000,10,0.7,12883.0,2.946
SA,5,50000,10,0.8,12883.0,3.005
SA,5,50000,10,0.9,12883.0,2.947
SA,5,50000,10,0.99,12849.0,3.389
SA,5,50000,50,0.7,12876.0,3.405
SA,5,50000,50,0.8,12876.0,3.366
SA,5,50000,50,0.9,12924.0,4.182
SA,5,50000,50,0.99,12891.0,3.499
SA,5,50000,100,0.7,12876.0,3.401
SA,5,50000,100,0.8,12877.0,2.983
SA,5,50000,100,0.9,12867.0,3.475
SA,5,50000,100,0.99,12942.0,3.553
SA,5,50000,200,0.7,12876.0,3.470
SA,5,50000,200,0.8,12974.0,3.554
SA,5,50000,200,0.9,12840.0,3.023
SA,5,50000,200,0.99,12876.0,3.014
SA,5,50000,500,0.7,12866.0,3.427
SA,5,50000,500,0.8,12836.0,3.657
SA,5,50000,500,0.9,12948.0,3.001
SA,5,50000,500,0.99,12765.0,3.647
SA,5,50000,1000,0.7,12866.0,2.789
SA,5,50000,1000,0.8,12836.0,3.004
SA,5,50000,1000,0.9,12911.0,3.554
SA,5,50000,1000,0.99,12877.0,3.233
SA,5,50000,2000,0.7,12916.0,3.380
SA,5,50000,2000,0.8,12836.0,3.038
SA,5,50000,2000,0.9,12868.0,3.350
SA,5,50000,2000,0.99,12974.0,3.443
SA,5,50000,5000,0.7,12916.0,2.939
SA,5,50000,5000,0.8,12872.0,3.233
SA,5,50000,5000,0.9,12830.0,3.365
SA,5,50000,5000,0.99,12764.0,3.015
SA,5,75000,10,0.7,12883.0,3.427
SA,5,75000,10,0.8,12883.0,3.105
SA,5,75000,10,0.9,12883.0,3.049
SA,5,75000,10,0.99,12849.0,2.972
SA,5,75000,50,0.7,12876.0,3.462
SA,5,75000,50,0.8,12876.0,3.504
SA,5,75000,50,0.9,12924.0,3.391
SA,5,75000,50,0.99,12891.0,2.657
SA,5,75000,100,0.7,12876.0,2.930
SA,5,75000,100,0.8,12877.0,2.541
SA,5,75000,100,0.9,12867.0,2.701
SA,5,75000,100,0.99,12942.0,2.603
SA,5,75000,200,0.7,12876.0,2.687
SA,5,75000,200,0.8,12974.0,2.829
SA,5,75000,200,0.9,12840.0,2.617
SA,5,75000,200,0.99,12876.0,3.237
SA,5,75000,500,0.7,12866.0,2.620
SA,5,75000,500,0.8,12836.0,3.504
SA,5,75000,500,0.9,12948.0,2.858
SA,5,75000,500,0.99,12765.0,3.193
SA,5,75000,1000,0.7,12866.0,2.609
SA,5,75000,1000,0.8,12836.0,2.592
SA,5,75000,1000,0.9,12911.0,3.058
SA,5,75000,1000,0.99,12877.0,2.592
SA,5,75000,2000,0.7,12916.0,2.750
SA,5,75000,2000,0.8,12836.0,2.952
SA,5,75000,2000,0.9,12868.0,2.589
SA,5,75000,2000,0.99,12974.0,2.537
SA,5,75000,5000,0.7,12916.0,2.694
SA,5,75000,5000,0.8,12872.0,3.045
SA,5,75000,5000,0.9,12830.0,2.748
SA,5,75000,5000,0.99,12764.0,2.567
SA,5,100000,10,0.7,12883.0,2.479
SA,5,100000,10,0.8,12883.0,3.478
SA,5,100000,10,0.9,12883.0,2.564
SA,5,100000,10,0.99,12849.0,3.036
SA,5,100000,50,0.7,12876.0,3.626
SA,5,100000,50,0.8,12876.0,3.659
SA,5,100000,50,0.9,12924.0,2.555
SA,5,100000,50,0.99,12891.0,3.114
SA,5,100000,100,0.7,12876.0,2.465
SA,5,100000,100,0.8,12877.0,2.934
SA,5,100000,100,0.9,12867.0,3.891
SA,5,100000,100,0.99,12942.0,2.586
SA,5,100000,200,0.7,12876.0,4.231
SA,5,100000,200,0.8,12974.0,2.492
SA,5,100000,200,0.9,12840.0,3.067
SA,5,100000,200,0.99,12876.0,3.014
SA,5,100000,500,0.7,12866.0,2.727
SA,5,100000,500,0.8,12836.0,3.977
SA,5,100000,500,0.9,12948.0,2.897
SA,5,100000,500,0.99,12765.0,2.605
SA,5,100000,1000,0.7,12866.0,3.563
SA,5,100000,1000,0.8,12836.0,3.819
SA,5,100000,1000,0.9,12911.0,2.499
SA,5,100000,1000,0.99,12877.0,2.562
SA,5,100000,2000,0.7,12916.0,2.435
SA,5,100000,2000,0.8,12836.0,2.582
SA,5,100000,2000,0.9,12868.0,2.791
SA,5,100000,2000,0.99,12974.0,2.931
SA,5,100000,5000,0.7,12916.0,2.585
SA,5,100000,5000,0.8,12872.0,2.588
SA,5,100000,5000,0.9,12830.0,3.062
SA,5,100000,5000,0.99,12764.0,2.825
SA,6,50000,10,0.7,12859.0,2.670
SA,6,50000,10,0.8,12859.0,2.451
SA,6,50000,10,0.9,12859.0,2.437
SA,6,50000,10,0.99,12953.0,3.001
SA,6,50000,50,0.7,12859.0,2.623
SA,6,50000,50,0.8,12859.0,3.548
SA,6,50000,50,0.9,12870.0,3.111
SA,6,50000,50,0.99,12813.0,2.487
SA,6,50000,100,0.7,12859.0,2.726
SA,6,50000,100,0.8,12859.0,2.756
SA,6,50000,100,0.9,12851.0,2.709
SA,6,50000,100,0.99,12951.0,2.763
SA,6,50000,200,0.7,12859.0,2.591
SA,6,50000,200,0.8,12635.0,3.686
SA,6,50000,200,0.9,12920.0,2.485
SA,6,50000,200,0.99,12987.0,2.444
SA,6,50000,500,0.7,12859.0,2.553
SA,6,50000,500,0.8,12679.0,2.462
SA,6,50000,500,0.9,12840.0,2.844
SA,6,50000,500,0.99,12921.0,2.587
SA,6,50000,1000,0.7,12829.0,3.124
SA,6,50000,1000,0.8,12740.0,3.601
SA,6,50000,1000,0.9,12768.0,3.656
SA,6,50000,1000,0.99,12975.0,2.442
SA,6,50000,2000,0.7,12635.0,2.768
SA,6,50000,2000,0.8,12809.0,2.683
SA,6,50000,2000,0.9,12932.0,2.753
SA,6,50000,2000,0.99,12887.0,2.706
SA,6,50000,5000,0.7,12781.0,2.645
SA,6,50000,5000,0.8,12856.0,2.951
SA,6,50000,5000,0.9,12894.0,2.773
SA,6,50000,5000,0.99,12958.0,2.549
SA,6,75000,10,0.7,12859.0,2.666
SA,6,75000,10,0.8,12859.0,3.620
SA,6,75000,10,0.9,12859.0,3.115
SA,6,75000,10,0.99,12953.0,2.601
SA,6,75000,50,0.7,12859.0,4.085
SA,6,75000,50,0.8,12859.0,3.990
SA,6,75000,50,0.9,12870.0,2.557
SA,6,75000,50,0.99,12813.0,3.044
SA,6,75000,100,0.7,12859.0,2.586
SA,6,75000,100,0.8,12859.0,2.811
SA,6,75000,100,0.9,12851.0,3.274
SA,6,75000,100,0.99,12951.0,2.604
SA,6,75000,200,0.7,12859.0,2.694
SA,6,75000,200,0.8,12635.0,2.668
SA,6,75000,200,0.9,12920.0,2.560
SA,6,75000,200,0.99,12987.0,2.750
SA,6,75000,500,0.7,12859.0,3.099
SA,6,75000,500,0.8,12679.0,4.066
SA,6,75000,500,0.9,12840.0,2.601
SA,6,75000,500,0.99,12921.0,2.594
SA,6,75000,1000,0.7,12829.0,3.271
SA,6,75000,1000,0.8,12740.0,2.467
SA,6,75000,1000,0.9,12768.0,2.605
SA,6,75000,1000,0.99,12975.0,2.564
SA,6,75000,2000,0.7,12635.0,2.649
SA,6,75000,2000,0.8,12809.0,2.736
SA,6,75000,2000,0.9,12932.0,3.875
SA,6,75000,2000,0.99,12887.0,2.741
SA,6,75000,5000,0.7,12781.0,2.519
SA,6,75000,5000,0.8,12856.0,2.811
SA,6,75000,5000,0.9,12894.0,2.722
SA,6,75000,5000,0.99,12958.0,2.658
SA,6,100000,10,0.7,12859.0,2.632
SA,6,100000,10,0.8,12859.0,2.794
SA,6,100000,10,0.9,12859.0,3.909
SA,6,100000,10,0.99,12953.0,3.135
SA,6,100000,50,0.7,12859.0,3.082
SA,6,100000,50,0.8,12859.0,2.733
SA,6,100000,50,0.9,12870.0,2.925
SA,6,100000,50,0.99,12813.0,2.891
SA,6,100000,100,0.7,12859.0,3.072
SA,6,100000,100,0.8,12859.0,2.652
SA,6,100000,100,0.9,12851.0,2.575
SA,6,100000,100,0.99,12951.0,2.521
SA,6,100000,200,0.7,12859.0,3.259
SA,6,100000,200,0.8,12635.0,2.557
SA,6,100000,200,0.9,12920.0,2.585
SA,6,100000,200,0.99,12987.0,2.633
SA,6,100000,500,0.7,12859.0,3.271
SA,6,100000,500,0.8,12679.0,3.654
SA,6,100000,500,0.9,12840.0,2.693
SA,6,100000,500,0.99,12921.0,2.961
SA,6,100000,1000,0.7,12829.0,2.787
SA,6,100000,1000,0.8,12740.0,2.946
SA,6,100000,1000,0.9,12768.0,2.681
SA,6,100000,1000,0.99,12975.0,3.533
SA,6,100000,2000,0.7,12635.0,2.732
SA,6,100000,2000,0.8,12809.0,2.497
SA,6,100000,2000,0.9,12932.0,2.963
SA,6,100000,2000,0.99,12887.0,2.654
SA,6,100000,5000,0.7,12781.0,4.026
SA,6,100000,5000,0.8,12856.0,2.704
SA,6,100000,5000,0.9,12894.0,3.112
SA,6,100000,5000,0.99,12958.0,2.531
SA,7,50000,10,0.7,12831.0,2.656
SA,7,50000,10,0.8,12831.0,2.828
SA,7,50000,10,0.9,12836.0,3.759
SA,7,50000,10,0.99,12871.0,2.654
SA,7,50000,50,0.7,12831.0,2.885
SA,7,50000,50,0.8,12962.0,2.543
SA,7,50000,50,0.9,12962.0,2.488
SA,7,50000,50,0.99,12895.0,3.515
SA,7,50000,100,0.7,12858.0,2.595
SA,7,50000,100,0.8,12962.0,2.896
SA,7,50000,100,0.9,12839.0,2.558
SA,7,50000,100,0.99,12817.0,2.646
SA,7,50000,200,0.7,12858.0,2.593
SA,7,50000,200,0.8,12962.0,2.637
SA,7,50000,200,0.9,12944.0,2.604
SA,7,50000,200,0.99,12888.0,3.289
SA,7,50000,500,0.7,12935.0,2.991
SA,7,50000,500,0.8,12943.0,2.727
SA,7,50000,500,0.9,12871.0,2.574
SA,7,50000,500,0.99,12749.0,2.636
SA,7,50000,1000,0.7,12870.0,2.612
SA,7,50000,1000,0.8,12943.0,2.472
SA,7,50000,1000,0.9,12956.0,2.712
SA,7,50000,1000,0.99,12897.0,2.716
SA,7,50000,2000,0.7,12943.0,2.730
SA,7,50000,2000,0.8,12854.0,2.464
SA,7,50000,2000,0.9,12891.0,2.591
SA,7,50000,2000,0.99,12811.0,2.569
SA,7,50000,5000,0.7,12943.0,3.046
SA,7,50000,5000,0.8,12871.0,2.565
SA,7,50000,5000,0.9,12944.0,3.082
SA,7,50000,5000,0.99,12840.0,2.673
SA,7,75000,10,0.7,12831.0,3.064
SA,7,75000,10,0.8,12831.0,2.588
SA,7,75000,10,0.9,12836.0,3.494
SA,7,75000,10,0.99,12871.0,2.661
SA,7,75000,50,0.7,12831.0,2.943
SA,7,75000,50,0.8,12962.0,2.706
SA,7,75000,50,0.9,12962.0,2.564
SA,7,75000,50,0.99,12895.0,2.563
SA,7,75000,100,0.7,12858.0,2.885
SA,7,75000,100,0.8,12962.0,2.783
SA,7,75000,100,0.9,12839.0,2.570
SA,7,75000,100,0.99,12817.0,2.876
SA,7,75000,200,0.7,12858.0,2.578
SA,7,75000,200,0.8,12962.0,2.675
SA,7,75000,200,0.9,12944.0,2.849
SA,7,75000,200,0.99,12888.0,2.464
SA,7,75000,500,0.7,12935.0,2.641
SA,7,75000,500,0.8,12943.0,2.594
SA,7,75000,500,0.9,12871.0,2.792
SA,7,75000,500,0.99,12749.0,2.510
SA,7,75000,1000,0.7,12870.0,2.614
SA,7,75000,1000,0.8,12943.0,2.565
SA,7,75000,1000,0.9,12956.0,3.284
SA,7,75000,1000,0.99,12897.0,2.688
SA,7,75000,2000,0.7,12943.0,2.693
SA,7,75000,2000,0.8,12854.0,2.557
SA,7,75000,2000,0.9,12891.0,2.605
SA,7,75000,2000,0.99,12811.0,2.621
SA,7,75000,5000,0.7,12943.0,2.478
SA,7,75000,5000,0.8,12871.0,2.644
SA,7,75000,5000,0.9,12944.0,2.927
SA,7,75000,5000,0.99,12840.0,2.611
SA,7,100000,10,0.7,12831.0,2.578
SA,7,100000,10,0.8,12831.0,3.473
SA,7,100000,10,0.9,12836.0,3.912
SA,7,100000,10,0.99,12871.0,2.591
SA,7,100000,50,0.7,12831.0,3.523
SA,7,100000,50,0.8,12962.0,2.459
SA,7,100000,50,0.9,12962.0,2.604
SA,7,100000,50,0.99,12895.0,2.669
SA,7,100000,100,0.7,12858.0,2.783
SA,7,100000,100,0.8,12962.0,2.516
SA,7,100000,100,0.9,12839.0,2.578
SA,7,100000,100,0.99,12817.0,2.872
SA,7,100000,200,0.7,12858.0,2.607
SA,7,100000,200,0.8,12962.0,2.884
SA,7,100000,200,0.9,12944.0,2.632
SA,7,100000,200,0.99,12888.0,2.637
SA,7,100000,500,0.7,12935.0,2.438
SA,7,100000,500,0.8,12943.0,2.726
SA,7,100000,500,0.9,12871.0,4.259
SA,7,100000,500,0.99,12749.0,2.973
SA,7,100000,1000,0.7,12870.0,2.723
SA,7,100000,1000,0.8,12943.0,3.010
SA,7,100000,1000,0.9,12956.0,3.142
SA,7,100000,1000,0.99,12897.0,2.521
SA,7,100000,2000,0.7,12943.0,2.908
SA,7,100000,2000,0.8,12854.0,2.738
SA,7,100000,2000,0.9,12891.0,2.521
SA,7,100000,2000,0.99,12811.0,2.611
SA,7,100000,5000,0.7,12943.0,2.892
SA,7,100000,5000,0.8,12871.0,2.791
SA,7,100000,5000,0.9,12944.0,2.893
SA,7,100000,5000,0.99,12840.0,2.836
SA,8,50000,10,0.7,12839.0,3.907
SA,8,50000,10,0.8,12839.0,2.754
SA,8,50000,10,0.9,12839.0,2.484
SA,8,50000,10,0.99,12818.0,2.768
SA,8,50000,50,0.7,12839.0,2.456
SA,8,50000,50,0.8,12839.0,2.602
SA,8,50000,50,0.9,12831.0,2.696
SA,8,50000,50,0.99,12869.0,2.759
SA,8,50000,100,0.7,12839.0,3.635
SA,8,50000,100,0.8,12738.0,2.866
SA,8,50000,100,0.9,12870.0,2.450
SA,8,50000,100,0.99,12911.0,2.911
SA,8,50000,200,0.7,12839.0,2.475
SA,8,50000,200,0.8,12904.0,3.062
SA,8,50000,200,0.9,12801.0,2.479
SA,8,50000,200,0.99,12842.0,2.571
SA,8,50000,500,0.7,12880.0,2.540
SA,8,50000,500,0.8,12810.0,2.767
SA,8,50000,500,0.9,12730.0,2.741
SA,8,50000,500,0.99,12911.0,3.021
SA,8,50000,1000,0.7,12892.0,2.506
SA,8,50000,1000,0.8,12860.0,2.887
SA,8,50000,1000,0.9,12921.0,2.595
SA,8,50000,1000,0.99,12983.0,3.947
SA,8,50000,2000,0.7,12814.0,2.683
SA,8,50000,2000,0.8,12806.0,2.900
SA,8,50000,2000,0.9,12783.0,4.187
SA,8,50000,2000,0.99,12864.0,2.896
SA,8,50000,5000,0.7,12860.0,4.351
SA,8,50000,5000,0.8,12801.0,2.477
SA,8,50000,5000,0.9,12939.0,3.083
SA,8,50000,5000,0.99,12965.0,3.518
SA,8,75000,10,0.7,12839.0,2.504
SA,8,75000,10,0.8,12839.0,2.657
SA,8,75000,10,0.9,12839.0,2.445
SA,8,75000,10,0.99,12818.0,2.445
SA,8,75000,50,0.7,12839.0,2.466
SA,8,75000,50,0.8,12839.0,2.754
SA,8,75000,50,0.9,12831.0,2.620
SA,8,75000,50,0.99,12869.0,2.892
SA,8,75000,100,0.7,12839.0,3.259
SA,8,75000,100,0.8,12738.0,2.615
SA,8,75000,100,0.9,12870.0,2.761
SA,8,75000,100,0.99,12911.0,3.056
SA,8,75000,200,0.7,12839.0,2.658
SA,8,75000,200,0.8,12904.0,3.035
SA,8,75000,200,0.9,12801.0,3.259
SA,8,75000,200,0.99,12842.0,2.543
SA,8,75000,500,0.7,12880.0,2.439
SA,8,75000,500,0.8,12810.0,3.246
SA,8,75000,500,0.9,12730.0,3.022
SA,8,75000,500,0.99,12911.0,2.496
SA,8,75000,1000,0.7,12892.0,2.557
SA,8,75000,1000,0.8,12860.0,2.998
SA,8,75000,1000,0.9,12921.0,3.081
SA,8,75000,1000,0.99,12983.0,2.513
SA,8,75000,2000,0.7,12814.0,2.501
SA,8,75000,2000,0.8,12806.0,3.089
SA,8,75000,2000,0.9,12783.0,2.616
SA,8,75000,2000,0.99,12864.0,2.657
SA,8,75000,5000,0.7,12860.0,2.581
SA,8,75000,5000,0.8,12801.0,2.525
SA,8,75000,5000,0.9,12939.0,2.785
SA,8,75000,5000,0.99,12965.0,2.511
SA,8,100000,10,0.7,12839.0,2.739
SA,8,100000,10,0.8,12839.0,2.424
SA,8,100000,10,0.9,12839.0,2.712
SA,8,100000,10,0.99,12818.0,2.437
SA,8,100000,50,0.7,12839.0,2.928
SA,8,100000,50,0.8,12839.0,2.564
SA,8,100000,50,0.9,12831.0,2.550
SA,8,100000,50,0.99,12869.0,2.758
SA,8,100000,100,0.7,12839.0,2.621
SA,8,100000,100,0.8,12738.0,2.630
SA,8,100000,100,0.9,12870.0,2.675
SA,8,100000,100,0.99,12911.0,3.076
SA,8,100000,200,0.7,12839.0,2.541
SA,8,100000,200,0.8,12904.0,2.485
SA,8,100000,200,0.9,12801.0,2.778
SA,8,100000,200,0.99,12842.0,2.548
SA,8,100000,500,0.7,12880.0,3.002
SA,8,100000,500,0.8,12810.0,2.648
SA,8,100000,500,0.9,12730.0,2.454
SA,8,100000,500,0.99,12911.0,2.692
SA,8,100000,1000,0.7,12892.0,3.636
SA,8,100000,1000,0.8,12860.0,3.865
SA,8,100000,1000,0.9,12921.0,3.652
SA,8,100000,1000,0.99,12983.0,2.662
SA,8,100000,2000,0.7,12814.0,2.650
SA,8,100000,2000,0.8,12806.0,2.561
SA,8,100000,2000,0.9,12783.0,2.454
SA,8,100000,2000,0.99,12864.0,2.664
SA,8,100000,5000,0.7,12860.0,2.760
SA,8,100000,5000,0.8,12801.0,2.924
SA,8,100000,5000,0.9,12939.0,2.551
SA,8,100000,5000,0.99,12965.0,2.784
SA,9,50000,10,0.7,12873.0,2.951
SA,9,50000,10,0.8,12873.0,2.767
SA,9,50000,10,0.9,12927.0,3.159
SA,9,50000,10,0.99,12918.0,2.579
SA,9,50000,50,0.7,12749.0,2.481
SA,9,50000,50,0.8,12927.0,3.461
SA,9,50000,50,0.9,12906.0,2.653
SA,9,50000,50,0.99,12874.0,2.522
SA,9,50000,100,0.7,12749.0,3.806
SA,9,50000,100,0.8,12927.0,3.102
SA,9,50000,100,0.9,12939.0,2.932
SA,9,50000,100,0.99,12853.0,3.079
SA,9,50000,200,0.7,12749.0,2.444
SA,9,50000,200,0.8,12763.0,2.460
SA,9,50000,200,0.9,12772.0,2.647
SA,9,50000,200,0.99,12724.0,2.625
SA,9,50000,500,0.7,12896.0,2.461
SA,9,50000,500,0.8,12732.0,2.913
SA,9,50000,500,0.9,12837.0,2.586
SA,9,50000,500,0.99,12823.0,2.775
SA,9,50000,1000,0.7,12763.0,3.043
SA,9,50000,1000,0.8,12832.0,2.563
SA,9,50000,1000,0.9,12916.0,2.607
SA,9,50000,1000,0.99,12915.0,2.882
SA,9,50000,2000,0.7,12732.0,2.580
SA,9,50000,2000,0.8,12832.0,2.762
SA,9,50000,2000,0.9,12812.0,2.890
SA,9,50000,2000,0.99,12855.0,2.468
SA,9,50000,5000,0.7,12842.0,2.562
SA,9,50000,5000,0.8,12816.0,2.457
SA,9,50000,5000,0.9,12851.0,2.887
SA,9,50000,5000,0.99,12921.0,3.511
SA,9,75000,10,0.7,12873.0,2.731
SA,9,75000,10,0.8,12873.0,2.486
SA,9,75000,10,0.9,12927.0,3.653
SA,9,75000,10,0.99,12918.0,4.004
SA,9,75000,50,0.7,12749.0,2.632
SA,9,75000,50,0.8,12927.0,2.526
SA,9,75000,50,0.9,12906.0,2.514
SA,9,75000,50,0.99,12874.0,2.900
SA,9,75000,100,0.7,12749.0,2.760
SA,9,75000,100,0.8,12927.0,2.473
SA,9,75000,100,0.9,12939.0,2.594
SA,9,75000,100,0.99,12853.0,2.593
SA,9,75000,200,0.7,12749.0,2.461
SA,9,75000,200,0.8,12763.0,2.664
SA,9,75000,200,0.9,12772.0,2.557
SA,9,75000,200,0.99,12724.0,2.441
SA,9,75000,500,0.7,12896.0,2.709
SA,9,75000,500,0.8,12732.0,2.578
SA,9,75000,500,0.9,12837.0,2.681
SA,9,75000,500,0.99,12823.0,2.606
SA,9,75000,1000,0.7,12763.0,2.530
SA,9,75000,1000,0.8,12832.0,2.580
SA,9,75000,1000,0.9,12916.0,2.651
SA,9,75000,1000,0.99,12915.0,2.462
SA,9,75000,2000,0.7,12732.0,2.976
SA,9,75000,2000,0.8,12832.0,3.082
SA,9,75000,2000,0.9,12812.0,3.844
SA,9,75000,2000,0.99,12855.0,4.204
SA,9,75000,5000,0.7,12842.0,2.709
SA,9,75000,5000,0.8,12816.0,2.584
SA,9,75000,5000,0.9,12851.0,2.498
SA,9,75000,5000,0.99,12921.0,2.794
SA,9,100000,10,0.7,12873.0,2.589
SA,9,100000,10,0.8,12873.0,3.873
SA,9,100000,10,0.9,12927.0,2.972
SA,9,100000,10,0.99,12918.0,2.472
SA,9,100000,50,0.7,12749.0,2.612
SA,9,100000,50,0.8,12927.0,3.896
SA,9,100000,50,0.9,12906.0,2.502
SA,9,100000,50,0.99,12874.0,2.392
SA,9,100000,100,0.7,12749.0,2.726
SA,9,100000,100,0.8,12927.0,2.626
SA,9,100000,100,0.9,12939.0,2.913
SA,9,100000,100,0.99,12853.0,2.530
SA,9,100000,200,0.7,12749.0,2.665
SA,9,100000,200,0.8,12763.0,2.585
SA,9,100000,200,0.9,12772.0,2.916
SA,9,100000,200,0.99,12724.0,2.909
SA,9,100000,500,0.7,12896.0,2.894
SA,9,100000,500,0.8,12732.0,2.793
SA,9,100000,500,0.9,12837.0,2.443
SA,9,100000,500,0.99,12823.0,3.129
SA,9,100000,1000,0.7,12763.0,3.035
SA,9,100000,1000,0.8,12832.0,2.707
SA,9,100000,1000,0.9,12916.0,3.744
SA,9,100000,1000,0.99,12915.0,2.472
SA,9,100000,2000,0.7,12732.0,3.056
SA,9,100000,2000,0.8,12832.0,2.589
SA,9,100000,2000,0.9,12812.0,3.045
SA,9,100000,2000,0.99,12855.0,2.441
SA,9,100000,5000,0.7,12842.0,2.652
SA,9,100000,5000,0.8,12816.0,2.490
SA,9,100000,5000,0.9,12851.0,2.591
SA,9,100000,5000,0.99,12921.0,2.964
